Genome	DNA-1-S1-22_S63_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1-22_S958_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S67_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S962_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S64_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S959_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S68_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S963_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S65_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S960_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S69_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S964_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S66_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S961_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S70_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S965_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S71_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S966_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S72_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S967_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S73_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S968_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S74_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S969_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S75_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S970_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S76_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S971_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S77_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S972_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S78_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S973_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S79_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S974_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S80_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S975_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S81_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S976_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S82_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S977_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S83_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S978_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S84_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S979_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S85_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S980_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S86_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S981_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S87_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S982_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S88_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S983_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S89_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S984_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S90_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S985_L000_R1_001.anqdpht.fastq.gz Trimmed Mean
bco_bin_46	0.36316642	0.30974463	0.65643764	0.57829463	0.22175574	0.20780025	0.11767131	0.10522907	0	0	0.13932097	0.11934878	0	0	0	0	0.2897923	0.25714633	0	0	0	0	9.414112	8.652443	0.41687787	0.36675483	0	0	0	0	2.3372483	2.1058133	0.38492554	0.34271273	0.45327938	0.41526723	0.25571153	0.2369048	0	0	0.6347686	0.5739084	0	0	0.13014649	0.10857529	0	0	0	0	0	0	0	0	0	0
bco_bin_49	0.12447515	0.113402165	0.5475209	0.48837373	0.24091358	0.21802981	0.22668575	0.2038168	0	0	0.074265875	0.066112995	0	0	0	0	0.082409374	0.07063337	0	0	0	0	1.4402312	1.3147303	0.3295047	0.32688588	0	0	0.13402137	0.12001952	0.26261124	0.23505099	0.10606727	0.098682456	0.17159764	0.14280045	0.08020924	0	0.115093485	0.10272971	0	0	0	0	0	0	0.07185277	0	0.30090806	0.2754548	0	0	0.101585925	0.09349385	0.10862164	0.09210323
bco_bin_51_1	0	0	0.17669974	0.1483972	1.7100234	1.5573211	2.5762124	2.3320417	0	0	0.14961761	0.13786058	0	0	0	0	0.08050672	0.06339612	0	0	0.098823786	0.07526646	0.56154114	0.5064997	0.24886641	0.22004206	0	0	0.19499406	0.17268538	0.5009074	0.45419872	0	0	0	0	0	0	0.19909313	0.19908947	0	0	0	0	0	0	0	0	0.31290135	0.2840154	0	0	0	0	0	0
bco_bin_52	0.17330955	0.15173681	0.4032199	0.3653141	0.4101715	0.37014818	0.21647635	0.17948912	0.35998595	0.33201092	0.33478898	0.31835592	0.3239498	0.27977037	0.6720518	0.62370753	0.46063438	0.41945225	1.5608747	1.3792188	0.4881933	0.45868117	0.5650619	0.50526243	0.7865811	0.7347441	0.34517533	0.3126246	0.3770589	0.34838557	0.20271645	0.1770254	0.3799716	0.3511661	0	0	0.29148126	0.2738125	0.22897816	0.19841352	0	0	1.0445434	0.97866154	0.5831751	0.5294447	0.21123911	0.19488089	0.7245672	0.64647996	0.3243806	0.2983301	0.32612506	0.30109975	0.47145116	0.41366604
bco_bin_54	0.6142904	0.5657493	1.0462295	0.9043522	0.9429238	0.8060069	1.0052943	0.875806	0.58736104	0.5214305	0.94505095	0.85339725	0.52930284	0.45552745	1.0921829	0.98834556	0.57002753	0.5055436	1.2061863	1.0647228	0.964013	0.8505605	4.135386	3.8035767	0.9528043	0.88691044	0.23353301	0.21086559	0.7503178	0.6955538	1.7747246	1.5684636	0.67867875	0.6060013	0.47133255	0.42016056	0.5174451	0.4547264	0.88243854	0.8227416	0.31605998	0.28689364	0.5804006	0.53941107	0.60774016	0.5444105	0.93757004	0.85018337	1.4449059	1.2713814	0.37711605	0.3349158	1.1113492	0.9882571	1.4874812	1.3268956
bco_bin_55_1	6.131025	5.5080943	12.237915	11.153372	1.9072647	1.7217681	2.2911718	2.0247352	0	0	2.644499	2.3891673	0	0	0.07381723	0	3.8330567	3.4614887	0.09305352	0.07889788	2.174329	1.9564148	3.9001105	3.5477207	3.7928882	3.49204	0	0	2.5492113	2.3202155	7.826502	7.093129	0.64416414	0.57635725	3.4544017	3.1329215	2.057019	1.863788	0.20161787	0.18476136	6.665707	6.11074	0.08196189	0	1.1664934	1.0569779	0.25288552	0.21854965	0.19304551	0.17589134	0	0	3.2404656	2.9296956	0.1803428	0.1622722
bco_bin_57	0.3613394	0.33072847	0.687662	0.61712223	0.68919057	0.61913127	0.56172866	0.4978965	0.2704529	0.2351336	1.6650584	1.535242	0.22656733	0.20561127	0.47723988	0.43172452	1.4409885	1.3553989	0.33718202	0.31224474	1.548208	1.3772342	1.9533936	1.8237625	2.2908566	2.1046066	0.24734114	0.21086395	1.4124982	1.2762866	0.2909389	0.25427762	1.1461451	1.0509644	0	0	1.9443407	1.7717893	0.6119432	0.5563484	0	0	0.7586988	0.70142144	3.6577985	3.3299491	0.800738	0.74896234	1.6237433	1.4612947	0.5657688	0.50614184	1.0216458	0.9508513	0.93652123	0.80893177
bco_bin_58	1.0302052	0.92123	2.5272937	2.2986162	1.2952672	1.1776016	1.3449155	1.2041808	0	0	0.095168516	0.08648526	0	0	0	0	1.5305504	1.4170953	0	0	0.34827775	0.31322867	0.89829355	0.79854774	1.7996314	1.6338999	0	0	0.12719247	0.110708565	0.45729965	0.411011	0.22463802	0.20734759	1.3636023	1.2365628	0.25594357	0.22904056	0	0	3.7479498	3.3847308	0	0	0.23617013	0.21501154	0	0	0.10907415	0.08705212	0	0	0	0	0	0
bco_bin_59_1	0.84614074	0.75780976	2.2206576	1.9976467	0.37440154	0.32100153	0.3928842	0.33878565	0	0	0.289187	0.2567529	0	0	0	0	0.8578262	0.76383907	0	0	0.31145942	0.2840791	0.97425723	0.8922141	1.078384	1.0095665	0	0	0.113656096	0.09593451	1.2676857	1.1355742	0.091002144	0	0.12841111	0.106831655	0.24818388	0.21743383	0	0	0.7115007	0.6310751	0	0	0.1203599	0.112433724	0	0	0	0	0	0	0	0	0	0
bco_bin_5_1	0.7426699	0.67540854	1.2573978	1.1190776	0.32869714	0.30603114	0.33055732	0.29262975	0	0	0.34961084	0.32395646	0	0	0	0	0.5218	0.48392528	0	0	0.1068974	0.097408764	9.656688	8.942336	0.13613003	0.121506326	0	0	0	0	0.60916364	0.5659993	0	0	0	0	0.0951293	0.08723351	0	0	2.9268172	2.6646795	0	0	0.123805754	0.11705864	0	0	0	0	0	0	0.23314182	0.21122	0	0
bco_bin_66	0	0	0	0	0.1732775	0.16852087	0.24662635	0.22639428	0.541495	0.4670644	0	0	0.48320866	0.4344088	0.98178387	0.8948048	0	0	0.59365916	0.5306102	0	0	1.2197675	1.088168	0	0	0.11495544	0.085414186	0	0	0.11385405	0.086104415	0	0	0	0	0	0	0.19123301	0.1839011	0	0	0	0	0	0	0.2328527	0.21510604	0.57507473	0.50202996	0.17049576	0.15497035	0	0	0.24621995	0.21356909
bco_bin_67	0.942161	0.8721477	1.4772176	1.3428359	0.17537093	0.15733406	0.19196533	0.17146261	0	0	0.21003644	0.1968267	0	0	0	0	0.29784513	0.26907957	0	0	0.13063836	0.109020054	1.2621303	1.145725	0.35669106	0.33897904	0	0	0.18538184	0.16690461	1.026815	0.9347684	0.08172552	0.06850585	0.17964624	0.16899313	0.20755985	0.18947537	0	0	0.60619885	0.5447925	0	0	0.26186013	0.2338142	0	0	0	0	0	0	0.4555401	0.41447285	0.21471563	0.19213292
bco_bin_68_1	0.6653138	0.55836827	1.0414907	0.9284366	0.83529603	0.76084805	1.0886667	0.95798033	0.09346377	0.07912831	1.4831465	1.3757963	0.076830044	0	0.23169364	0.19525947	0.20325929	0.16974056	0.10629376	0.10268767	0.5984585	0.52174234	1.0653094	0.9570436	0.77044445	0.69393474	0	0	0.4718287	0.40131664	0.36481708	0.31603125	0.732795	0.6341374	0.76671195	0.70597047	0.32442856	0.28329942	0.1999662	0.16905358	0.49738875	0.46149313	0	0	0.13448712	0.115480185	0	0	0.91177857	0.8190011	0.19470108	0.17196682	0.31098872	0.29428008	0.16717853	0.15035966
bco_bin_69_1	0	0	0	0	0	0	0.07032348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.162719	8.518041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_74	0.4016194	0.35988975	0.73757625	0.68782824	0.1724538	0.15446104	0.25655925	0.22252364	0	0	0.17764	0.16709358	0	0	0	0	0.1828618	0.16287762	0	0	0.07167192	0	2.3763676	2.199149	0.20997886	0.19092835	0	0	0.1459006	0.12713733	2.0480168	1.8691837	0	0	0.1206442	0.10256195	0.11183012	0.0942141	0.1101388	0.10105232	0.15666531	0.14229499	0	0	0.21734758	0.1961798	0	0	0	0	0	0	0.548799	0.5119416	0.26610923	0.24081427
bco_bin_76_1	0.08446639	0.07124702	0.43437925	0.38355726	0.06279239	0	0.21579394	0.1916353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.216507	5.687075	0	0	0	0	0	0	1.7839785	1.6168425	0	0	0	0	0	0	0.10200083	0.08083514	0.2630839	0.23534787	0	0	0	0	0.109734066	0.090666965	0.132762	0.11152037	0	0	0	0	0.19809093	0.17785019
bco_bin_78_1	1.3773327	1.2636544	2.0329287	1.8904494	0.17953564	0.16229373	0.19020654	0.173542	0.16033193	0.1450081	0.23835567	0.20986757	0.1355641	0.12799656	0.28290597	0.25743032	0.5860406	0.54337716	0.49380893	0.46448323	0.806679	0.7533523	0.9868059	0.9460127	0.6249005	0.5724232	0.1535666	0.13606167	0.48609632	0.41493717	1.8023106	1.6875949	0.27706566	0.27178678	2.1061969	1.8999828	0.2839004	0.2746514	0.14378813	0.13997209	0.66026497	0.5892397	0.562075	0.5129759	0.42421946	0.40911493	0.2716702	0.2550556	0.3236895	0.28336605	0.24593015	0.2196266	1.8873363	1.7362401	0.24026959	0.2076268
bco_bin_79	1.0151438	0.92084545	1.6142852	1.4920896	0.72151244	0.6402555	0.5662897	0.52211636	0.15556572	0.13851567	0.47938597	0.45239416	0.13608244	0.12056864	0.3077	0.28124943	2.0517926	1.8571368	1.2942394	1.1679412	0.45054775	0.3850315	1.7082411	1.5880196	1.8186346	1.6334822	1.3229265	1.1822045	0.43148273	0.3878188	0.4809477	0.4439192	1.5179815	1.3863753	0	0	1.1389806	1.0619905	2.8394485	2.5742774	0	0	1.5473111	1.4351782	3.3825955	3.1210532	1.8637697	1.66873	0.25162825	0.22027995	1.2421557	1.1222925	0.59465456	0.5331703	2.2880774	2.0059426
bco_bin_80	0	0	0.0706046	0.067908294	0.081222385	0.06577788	0.092625365	0.078046836	0.24097721	0.2204637	0	0	0.22582105	0.18595515	0.44297847	0.41902116	0	0	1.3681449	1.1897093	0	0	0.33977646	0.29727644	0.1771819	0.15813547	0	0	0	0	0.12813547	0.100855246	0.14030112	0.11941312	0	0	0	0	0	0	0	0	0.123732686	0.10168793	0	0	0	0	0.2019724	0.20280752	0.15902494	0.13607652	0	0	0.13077351	0.10269831
bco_bin_82	0	0	0.1347251	0.11870241	0.23697476	0.2134111	0.29338345	0.26735714	0	0	0	0	0	0	0	0	0.08537387	0.06770396	0	0	0	0	2.3498156	2.1584167	0.17837895	0.15877277	0	0	0	0	0.30228722	0.2829991	0.17206384	0.14832239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35118297	0.32310572	0	0	0	0	0	0
bco_bin_84	0	0	0.19093312	0.17419736	0.44741815	0.40125212	0.34392342	0.2990013	0.22079551	0.2037251	0.4704417	0.41624093	0.20332725	0.1778794	0.4232421	0.39667094	0.24199955	0.22595969	0.4574619	0.41599464	0.3052555	0.284873	1.8775233	1.6641835	0.40939167	0.36383954	0.10758366	0.09444055	0.27600935	0.24709585	0.34749827	0.3113205	0.19108601	0.16445671	0	0	0.30448604	0.27875927	0.47395536	0.45078632	0	0	0.4314663	0.38968322	0.63225734	0.5748961	0.59416604	0.5308321	0.42252773	0.3852146	0.30438054	0.26098993	0.26852435	0.24705385	1.1253617	1.003928
bco_bin_87_2	0.76247305	0.68652666	1.1890483	1.0614061	0.2707624	0.24586478	0.22538924	0.19302309	0.25915548	0.239048	0.5543131	0.50598884	0.23391819	0.19703102	0.48187697	0.4368837	0.80244845	0.7412717	1.7157869	1.5492656	0.3135403	0.28568017	0.68456703	0.62153584	0.9339697	0.864736	0.51495874	0.46408182	0.30812284	0.28047824	0.37475923	0.34125188	1.0166469	0.9531125	0	0	0.60473764	0.5332236	0.5341611	0.49040672	0.071352065	0	0.7274206	0.6550164	1.6138963	1.4252638	0.30356598	0.2717759	0.23620765	0.22079456	0.45742267	0.422068	0.36801222	0.34063795	0.8703442	0.7932673
bco_bin_89_1	0.26761135	0.23970357	0.58550084	0.52088416	0.21542543	0.21243973	0.2225368	0.17988986	0	0	0.22137983	0.19180639	0	0	0	0	0.09664152	0.084349416	0	0	0.0703373	0	4.200851	3.8584418	0.08778511	0.0761972	0	0	0.14731188	0.123781495	1.5565025	1.390512	0	0	0	0	0.124204	0.105343804	0.16445147	0.14649805	0	0	0	0	0	0	0.13025138	0.12323605	0	0	0	0	0.12882385	0.120324485	0.40104237	0.3618849
bco_bin_91	3.1023319	2.9685469	4.7061157	4.418678	0.47924593	0.46146557	0.6898243	0.630847	0.07697756	0	0.15020604	0.12797223	0	0	0.16998188	0.15875061	2.3819602	2.2834697	0.19837104	0.18474229	0.18805476	0.1880872	3.0818791	2.8478277	2.2189145	2.0951912	0.18943551	0.16934678	0.43541673	0.39285114	5.445372	5.051774	0.69117695	0.6201881	1.2058972	1.0901774	0.36924702	0.33850935	0.5179409	0.46650466	1.0031046	0.9323028	1.2157505	1.1213875	0.60418886	0.5648929	1.1132448	1.0494858	0.24269623	0.22334874	0	0	1.3224875	1.1902763	0.963956	0.8908573
bco_bin_93_1	0	0	0	0	0.10302857	0.08049434	0.118521206	0.10563839	0.2863768	0.25307798	0.089003734	0.07484674	0.25658226	0.22400233	0.5411497	0.49485657	0	0	0.5717164	0.52062064	0.103348166	0.09129418	1.0693742	0.97735476	0.11977249	0.098746344	0	0	0	0	0.08821367	0	0.17799842	0.16271505	0	0	0	0	0.24946445	0.23135054	0	0	0	0	0	0	0.22747336	0.20012762	0.7567049	0.70465344	0.10239203	0.08987044	0	0	0.401092	0.36458048
bco_bin_96	0.24298535	0.22032964	0.7121689	0.6344456	0.32416502	0.3002649	0.37602255	0.35981506	0.18717946	0.17576523	0	0	0.16782348	0.14919224	0.37331092	0.34484655	0	0	0.6220738	0.5588842	0	0	3.5658913	3.2865705	0.19922392	0.17793754	0	0	0.47632417	0.44168648	0.45512706	0.4145421	0.124332175	0.1030781	0	0	0	0	0.3443479	0.3296416	0.13773423	0.11952626	0	0	0	0	0.6118048	0.5634874	0.8298671	0.7565696	0.07110893	0	0	0	0.44147903	0.37935528
